Country,Year,Continent,Population,GDP per capita,Obesity among adults
El Salvador,2000,North America,5887930,4461.821062,14.1
El Salvador,2001,North America,5927001,4572.135088,14.7
El Salvador,2002,North America,5962139,4688.633651,15.2
El Salvador,2003,North America,5994075,4830.140086,15.8
El Salvador,2004,North America,6023801,4979.220344,16.3
El Salvador,2005,North America,6052124,5249.864562,16.8
El Salvador,2006,North America,6079395,5621.657087,17.3
El Salvador,2007,North America,6105810,5855.513241,17.8
El Salvador,2008,North America,6131767,6068.935355,18.3
El Salvador,2009,North America,6157678,5955.179406,18.8
El Salvador,2010,North America,6183877,6127.645045,19.4
El Salvador,2011,North America,6210567,6465.808489,19.9
El Salvador,2012,North America,6237922,6541.216164,20.4
El Salvador,2013,North America,6266076,6877.146376,20.9
El Salvador,2014,North America,6295124,7233.195221,21.5
El Salvador,2015,North America,6325121,7597.689174,22.1
Eritrea,2000,Africa,2292413,1526.846924,1.8
Eritrea,2001,Africa,2374721,1639.089229,1.8
Eritrea,2002,Africa,2481059,1641.17399,1.9
Eritrea,2003,Africa,2600972,1554.014751,2.0
Eritrea,2004,Africa,2719809,1548.161959,2.1
Eritrea,2005,Africa,2826653,1575.908648,2.2
Eritrea,2006,Africa,2918209,1558.315131,2.3
Eritrea,2007,Africa,2996540,1580.831377,2.4
Eritrea,2008,Africa,3062782,1422.094264,2.6
Eritrea,2009,Africa,3119920,1459.462952,2.7
Eritrea,2010,Africa,3170437,1485.360306,2.9
Eritrea,2011,Africa,3213969,1625.507673,3.0
Eritrea,2012,Africa,3237242,1625.513,3.2
Eritrea,2013,Africa,3247345,1625.513,3.4
Eritrea,2014,Africa,3251206,1625.784,3.6
Eritrea,2015,Africa,3333645,1626.37,3.8
Estonia,2000,Europe,1396985,9421.291423,19.1
Estonia,2001,Europe,1388115,10314.26282,19.3
Estonia,2002,Europe,1379350,11663.2715,19.5
Estonia,2003,Europe,1370720,13132.58072,19.7
Estonia,2004,Europe,1362550,14536.34741,19.9
Estonia,2005,Europe,1354775,16634.89274,20.2
Estonia,2006,Europe,1346810,19345.31471,20.4
Estonia,2007,Europe,1340680,22195.19759,20.7
Estonia,2008,Europe,1337090,22802.34218,21.0
Estonia,2009,Europe,1334515,20477.85243,21.3
Estonia,2010,Europe,1331475,21619.45455,21.6
Estonia,2011,Europe,1327439,24557.23615,22.0
Estonia,2012,Europe,1322696,25996.04678,22.3
Estonia,2013,Europe,1317997,27464.51868,22.7
Estonia,2014,Europe,1314545,28945.46533,23.0
Estonia,2015,Europe,1315407,29175.92593,23.4
Ethiopia,2000,Africa,66224809,482.3357457,1.6
Ethiopia,2001,Africa,68159422,518.9838164,1.7
Ethiopia,2002,Africa,70142090,519.9319066,1.8
Ethiopia,2003,Africa,72170581,504.1538956,1.8
Ethiopia,2004,Africa,74239508,571.5659226,1.9
Ethiopia,2005,Africa,76346310,640.9698468,2.0
Ethiopia,2006,Africa,78489205,712.343569,2.2
Ethiopia,2007,Africa,80674343,793.3215141,2.3
Ethiopia,2008,Africa,82916236,871.5463026,2.4
Ethiopia,2009,Africa,85233923,928.3920242,2.5
Ethiopia,2010,Africa,87639962,1028.436486,2.7
Ethiopia,2011,Africa,90139928,1134.784509,2.8
Ethiopia,2012,Africa,92726982,1213.595972,2.9
Ethiopia,2013,Africa,95385793,1283.570449,3.1
Ethiopia,2014,Africa,98094264,1513.703236,3.3
Ethiopia,2015,Africa,100835453,1657.344704,3.4
Finland,2000,Europe,5176209,26784.70647,18.2
Finland,2001,Europe,5188008,27795.67493,18.6
Finland,2002,Europe,5200598,28605.12232,19.1
Finland,2003,Europe,5213014,29051.48643,19.5
Finland,2004,Europe,5228172,31201.73494,20.0
Finland,2005,Europe,5246096,32051.794,20.4
Finland,2006,Europe,5266268,34455.10533,20.8
Finland,2007,Europe,5288720,37838.34019,21.2
Finland,2008,Europe,5313399,40083.69727,21.6
Finland,2009,Europe,5338871,37972.27005,22.0
Finland,2010,Europe,5363352,38956.47222,22.4
Finland,2011,Europe,5388272,40916.83858,22.8
Finland,2012,Europe,5413971,40873.09533,23.2
Finland,2013,Europe,5438972,41493.14165,23.6
Finland,2014,Europe,5461512,41757.40219,24.0
Finland,2015,Europe,5479531,42497.70498,24.5
France,2000,Europe,60912500,26090.63447,16.8
France,2001,Europe,61357432,27490.05173,17.3
France,2002,Europe,61805266,28523.88619,17.7
France,2003,Europe,62244880,28172.69565,18.1
France,2004,Europe,62704901,29060.45099,18.5
France,2005,Europe,63179356,30498.57688,18.9
France,2006,Europe,63621376,32468.54158,19.3
France,2007,Europe,64016227,34121.34388,19.7
France,2008,Europe,64374979,35095.26568,20.0
France,2009,Europe,64707035,34678.06232,20.4
France,2010,Europe,65027505,35902.90311,20.8
France,2011,Europe,65342789,37440.63347,21.2
France,2012,Europe,65659814,37679.11891,21.6
France,2013,Europe,65998685,39523.85515,22.0
France,2014,Europe,66312067,40144.02683,22.4
France,2015,Europe,66548272,40849.99738,22.8
Gabon,2000,Africa,1228359,13836.61163,8.3
Gabon,2001,Africa,1258008,14109.87292,8.6
Gabon,2002,Africa,1288310,13957.8862,8.9
Gabon,2003,Africa,1319946,14204.42283,9.2
Gabon,2004,Africa,1353788,14319.1741,9.5
Gabon,2005,Africa,1390550,14762.54942,9.8
Gabon,2006,Africa,1430144,14381.46101,10.1
Gabon,2007,Africa,1472565,15206.47366,10.4
Gabon,2008,Africa,1518538,14531.70389,10.7
Gabon,2009,Africa,1568925,14173.60813,11.0
Gabon,2010,Africa,1624146,14838.64348,11.3
Gabon,2011,Africa,1684629,15638.74717,11.7
Gabon,2012,Africa,1749677,15356.23542,12.0
Gabon,2013,Africa,1817070,15114.37751,12.3
Gabon,2014,Africa,1883801,15370.96799,12.7
Gabon,2015,Africa,1947690,14699.53605,13.1
Georgia,2000,Asia,4077131,3100.988403,14.4
Georgia,2001,Asia,4014373,3375.179089,14.8
Georgia,2002,Asia,3978515,3647.998924,15.1
Georgia,2003,Asia,3951736,4159.376204,15.5
Georgia,2004,Asia,3927340,4546.583845,15.9
Georgia,2005,Asia,3902469,5171.57736,16.4
Georgia,2006,Asia,3880347,5866.588877,16.9
Georgia,2007,Asia,3860158,6818.50985,17.3
Georgia,2008,Asia,3848449,7139.012454,17.9
Georgia,2009,Asia,3814419,6984.247646,18.4
Georgia,2010,Asia,3786695,7564.892257,19.0
Georgia,2011,Asia,3756441,8360.297207,19.7
Georgia,2012,Asia,3728874,9826.052753,20.3
Georgia,2013,Asia,3717668,10611.77412,21.0
Georgia,2014,Asia,3719414,11575.54721,21.7
Georgia,2015,Asia,3725276,12089.16941,22.5
Germany,2000,Europe,82211508,27199.04409,18.4
Germany,2001,Europe,82349925,28368.54328,18.8
Germany,2002,Europe,82488495,29178.63747,19.2
Germany,2003,Europe,82534176,29908.13953,19.7
Germany,2004,Europe,82516260,31333.8363,20.1
Germany,2005,Europe,82469422,31794.09601,20.5
Germany,2006,Europe,82376451,34160.34493,21.0
Germany,2007,Europe,82266372,36287.48224,21.4
Germany,2008,Europe,82110097,37802.38743,21.9
Germany,2009,Europe,81902307,36815.84405,22.3
Germany,2010,Europe,81776930,38952.6946,22.8
Germany,2011,Europe,80274983,42541.53109,23.3
Germany,2012,Europe,80425823,43359.61483,23.7
Germany,2013,Europe,80645605,44993.89275,24.2
Germany,2014,Europe,80982500,47011.55109,24.7
Germany,2015,Europe,81686611,47609.781,25.2
Ghana,2000,Africa,19278850,1769.523784,4.7
Ghana,2001,Africa,19756929,1836.230875,5.0
Ghana,2002,Africa,20246376,1901.656741,5.2
Ghana,2003,Africa,20750308,1990.482515,5.5
Ghana,2004,Africa,21272328,2105.408226,5.8
Ghana,2005,Africa,21814648,2242.377079,6.1
Ghana,2006,Africa,22379057,2397.476037,6.3
Ghana,2007,Africa,22963946,2503.859081,6.6
Ghana,2008,Africa,23563832,2714.463643,7.0
Ghana,2009,Africa,24170943,2792.265433,7.3
Ghana,2010,Africa,24779614,2974.159419,7.6
Ghana,2011,Africa,25387713,3379.484599,7.9
Ghana,2012,Africa,25996454,3781.865529,8.3
Ghana,2013,Africa,26607641,5294.820028,8.6
Ghana,2014,Africa,27224480,5568.235957,9.0
Ghana,2015,Africa,27849203,5206.028871,9.3
Greece,2000,Europe,10805808,19516.19722,19.6
Greece,2001,Europe,10862132,20954.78185,20.0
Greece,2002,Europe,10902022,22615.93561,20.5
Greece,2003,Europe,10928070,23896.6057,20.9
Greece,2004,Europe,10955141,25460.45274,21.4
Greece,2005,Europe,10987314,25577.52411,21.9
Greece,2006,Europe,11020362,28549.15174,22.4
Greece,2007,Europe,11048473,29320.26482,22.8
Greece,2008,Europe,11077841,30856.01184,23.3
Greece,2009,Europe,11107017,30359.14946,23.9
Greece,2010,Europe,11121341,27913.08919,24.4
Greece,2011,Europe,11104899,25671.51609,24.9
Greece,2012,Europe,11045011,24911.11963,25.4
Greece,2013,Europe,10965211,25986.65032,25.9
Greece,2014,Europe,10892413,26625.06181,26.4
Greece,2015,Europe,10820883,26760.3633,26.9
Guatemala,2000,North America,11589761,4758.248081,11.3
Guatemala,2001,North America,11871565,4860.75067,11.7
Guatemala,2002,North America,12147518,5009.586478,12.1
Guatemala,2003,North America,12415334,5126.233469,12.5
Guatemala,2004,North America,12682108,5314.815602,12.9
Guatemala,2005,North America,12948292,5544.676707,13.3
Guatemala,2006,North America,13213330,5900.851227,13.8
Guatemala,2007,North America,13477017,6318.320288,14.2
Guatemala,2008,North America,13739299,6524.609737,14.7
Guatemala,2009,North America,14000190,6474.796935,15.2
Guatemala,2010,North America,14259687,6618.916031,15.6
Guatemala,2011,North America,14521515,6910.876502,16.1
Guatemala,2012,North America,14781942,7204.732938,16.6
Guatemala,2013,North America,15043981,7446.588009,17.1
Guatemala,2014,North America,15306316,7758.49317,17.7
Guatemala,2015,North America,15567419,8194.440681,18.2
Honduras,2000,North America,6574510,2588.38762,10.8
Honduras,2001,North America,6751912,2647.343517,11.2
Honduras,2002,North America,6929267,2718.14394,11.7
Honduras,2003,North America,7106323,2825.623447,12.1
Honduras,2004,North America,7282953,3007.549764,12.6
Honduras,2005,North America,7458982,3211.910536,13.1
Honduras,2006,North America,7634295,3447.432132,13.6
Honduras,2007,North America,7808520,3675.816668,14.1
Honduras,2008,North America,7980955,3820.478145,14.6
Honduras,2009,North America,8150780,3673.306926,15.2
Honduras,2010,North America,8317467,3778.876126,15.7
Honduras,2011,North America,8480670,3928.268538,16.3
Honduras,2012,North America,8640692,4032.580856,16.9
Honduras,2013,North America,8798524,4142.238456,17.5
Honduras,2014,North America,8955579,4452.587991,18.1
Honduras,2015,North America,9112904,4823.395396,18.7
Hungary,2000,Europe,10210971,11853.17852,20.8
Hungary,2001,Europe,10187576,13207.92217,21.2
Hungary,2002,Europe,10158608,14526.38826,21.5
Hungary,2003,Europe,10129552,15481.32011,21.9
Hungary,2004,Europe,10107146,16272.00583,22.4
Hungary,2005,Europe,10087065,17112.20217,22.8
Hungary,2006,Europe,10071370,18389.41028,23.3
Hungary,2007,Europe,10055780,19099.85171,23.8
Hungary,2008,Europe,10038188,20727.88997,24.3
Hungary,2009,Europe,10022650,20729.78393,24.8
Hungary,2010,Europe,10000023,21751.83384,25.3
Hungary,2011,Europe,9971727,23038.80802,25.8
Hungary,2012,Europe,9920362,23275.23186,26.4
Hungary,2013,Europe,9893082,24556.71535,26.9
Hungary,2014,Europe,9866468,25699.7505,27.5
Hungary,2015,Europe,9843028,26806.59525,28.1
India,2000,Asia,1056575548,2093.26599,1.5
India,2001,Asia,1075000094,2205.225041,1.6
India,2002,Asia,1093317187,2285.83901,1.7
India,2003,Asia,1111523146,2472.993673,1.8
India,2004,Asia,1129623466,2696.659224,1.9
India,2005,Asia,1147609924,2954.546053,2.0
India,2006,Asia,1165486291,3240.736555,2.1
India,2007,Asia,1183209471,3529.62081,2.3
India,2008,Asia,1200669762,3654.427508,2.4
India,2009,Asia,1217726217,3911.434281,2.5
India,2010,Asia,1234281163,4237.208788,2.7
India,2011,Asia,1250287939,4493.669466,2.9
India,2012,Asia,1265780243,4861.156152,3.0
India,2013,Asia,1280842119,5057.233414,3.2
India,2014,Asia,1295600768,5233.882343,3.4
India,2015,Asia,1310152392,5464.859178,3.6
Indonesia,2000,Asia,211513822,4738.554777,2.4
Indonesia,2001,Asia,214427419,4953.613592,2.6
Indonesia,2002,Asia,217357790,5186.301459,2.8
Indonesia,2003,Asia,220309473,5467.231552,3.0
Indonesia,2004,Asia,223285666,5817.83337,3.2
Indonesia,2005,Asia,226289468,6257.657476,3.4
Indonesia,2006,Asia,229318262,6715.707869,3.7
Indonesia,2007,Asia,232374239,7238.369541,3.9
Indonesia,2008,Asia,235469755,7718.025586,4.2
Indonesia,2009,Asia,238620554,8019.730683,4.5
Indonesia,2010,Asia,241834226,8506.680565,4.8
Indonesia,2011,Asia,245115988,9095.741723,5.1
Indonesia,2012,Asia,248451714,9713.900487,5.4
Indonesia,2013,Asia,251805314,10067.46574,5.8
Indonesia,2014,Asia,255128076,10278.17731,6.2
Indonesia,2015,Asia,258383257,10247.20634,6.5
Iran,2000,Asia,64800875,10158.45298,14.6
Iran,2001,Asia,65623397,10858.044,15.0
Iran,2002,Asia,66449111,11227.00058,15.4
Iran,2003,Asia,67284801,12170.06762,15.8
Iran,2004,Asia,68122947,13316.53508,16.3
Iran,2005,Asia,68951279,14095.60746,16.9
Iran,2006,Asia,69762345,14826.935,17.5
Iran,2007,Asia,70554756,15868.37823,18.1
Iran,2008,Asia,71336476,17433.23649,18.8
Iran,2009,Asia,72120608,17618.50252,19.5
Iran,2010,Asia,72924833,17712.53848,20.3
Iran,2011,Asia,73762519,18749.33704,21.1
Iran,2012,Asia,74634959,19415.61396,22.0
Iran,2013,Asia,75539881,17153.0675,22.8
Iran,2014,Asia,76481963,16351.70173,23.7
Iran,2015,Asia,77465769,16210.91989,24.6
Iraq,2000,Asia,23497589,11045.90313,18.9
Iraq,2001,Asia,24208178,11156.33896,19.3
Iraq,2002,Asia,24931922,10099.37219,19.7
Iraq,2003,Asia,25644503,6342.118087,20.2
Iraq,2004,Asia,26313838,9734.703574,20.6
Iraq,2005,Asia,26922279,9977.128043,21.1
Iraq,2006,Asia,27448124,10657.53857,21.6
Iraq,2007,Asia,27911242,10966.90886,22.2
Iraq,2008,Asia,28385739,11894.71008,22.7
Iraq,2009,Asia,28973157,12124.5765,23.2
Iraq,2010,Asia,29741977,12718.4112,23.8
Iraq,2011,Asia,30725305,13515.54593,24.4
Iraq,2012,Asia,31890012,15163.35014,25.0
Iraq,2013,Asia,33157061,15535.34598,25.6
Iraq,2014,Asia,34411949,13888.07638,26.2
Iraq,2015,Asia,35572269,9763.90409,26.8
Ireland,2000,Europe,3805174,30205.65723,16.2
Ireland,2001,Europe,3866243,32567.28217,16.7
Ireland,2002,Europe,3931947,35222.02872,17.3
Ireland,2003,Europe,3996521,36283.12084,17.9
Ireland,2004,Europe,4070262,38733.34969,18.4
Ireland,2005,Europe,4159914,40466.23435,19.1
Ireland,2006,Europe,4273591,44232.37305,19.7
Ireland,2007,Europe,4398942,46773.4866,20.4
Ireland,2008,Europe,4489544,44169.09434,21.0
Ireland,2009,Europe,4535375,41471.07998,21.7
Ireland,2010,Europe,4560155,43203.12008,22.4
Ireland,2011,Europe,4580084,45080.1887,23.2
Ireland,2012,Europe,4599533,46361.46369,23.9
Ireland,2013,Europe,4623816,47830.63089,24.7
Ireland,2014,Europe,4657740,51098.26668,25.4
Ireland,2015,Europe,4701957,69028.77272,26.2
Israel,2000,Asia,6289000,24951.21757,20.9
Israel,2001,Asia,6439000,24944.63173,21.2
Israel,2002,Asia,6570000,25230.01157,21.6
Israel,2003,Asia,6689700,23845.31292,21.9
Israel,2004,Asia,6809000,25238.88078,22.3
Israel,2005,Asia,6930100,24853.77787,22.6
Israel,2006,Asia,7053700,25700.93836,23.0
Israel,2007,Asia,7180100,27513.14313,23.4
Israel,2008,Asia,7308800,27510.03985,23.8
Israel,2009,Asia,7485600,27461.86198,24.2
Israel,2010,Asia,7623600,28840.04535,24.5
Israel,2011,Asia,7765800,30636.35238,24.9
Israel,2012,Asia,7910500,31846.35583,25.3
Israel,2013,Asia,8059500,34324.37815,25.6
Israel,2014,Asia,8215700,34366.18102,25.9
Israel,2015,Asia,8380100,35469.9502,26.3
Italy,2000,Europe,56942108,27072.42136,16.7
Italy,2001,Europe,56974100,28033.73587,17.1
Italy,2002,Europe,57059007,28736.57711,17.5
Italy,2003,Europe,57313203,29196.9279,17.9
Italy,2004,Europe,57685327,29554.68909,18.3
Italy,2005,Europe,57969484,30130.64446,18.7
Italy,2006,Europe,58143979,32453.58371,19.1
Italy,2007,Europe,58438310,34141.20077,19.4
Italy,2008,Europe,58826731,35523.27131,19.8
Italy,2009,Europe,59095365,34602.89696,20.2
Italy,2010,Europe,59277417,35158.44184,20.6
Italy,2011,Europe,59379449,36598.01497,21.0
Italy,2012,Europe,59539717,36486.29679,21.4
Italy,2013,Europe,60233948,36314.6971,21.7
Italy,2014,Europe,60789140,36194.87392,22.1
Italy,2015,Europe,60730582,36899.38521,22.5
Jamaica,2000,North America,2654698,6348.625916,14.8
Jamaica,2001,North America,2674706,6529.752041,15.4
Jamaica,2002,North America,2692843,6718.413921,16.0
Jamaica,2003,North America,2709438,7058.688126,16.6
Jamaica,2004,North America,2725017,7302.131459,17.2
Jamaica,2005,North America,2740000,7556.87631,17.8
Jamaica,2006,North America,2754414,7973.945699,18.4
Jamaica,2007,North America,2768229,8265.25766,19.0
Jamaica,2008,North America,2781869,8314.432829,19.6
Jamaica,2009,North America,2795839,7964.127404,20.1
Jamaica,2010,North America,2810464,7901.065514,20.7
Jamaica,2011,North America,2825932,8159.876165,21.3
Jamaica,2012,North America,2842128,8187.193674,21.9
Jamaica,2013,North America,2858710,8442.983667,22.5
Jamaica,2014,North America,2875137,8545.102837,23.1
Jamaica,2015,North America,2891024,8792.056957,23.7
Jordan,2000,Asia,5122495,5930.466358,22.4
Jordan,2001,Asia,5217328,6267.618483,23.0
Jordan,2002,Asia,5317514,6606.594635,23.7
Jordan,2003,Asia,5434036,6866.880054,24.3
Jordan,2004,Asia,5580241,7454.735129,24.9
Jordan,2005,Asia,5765639,8047.483948,25.6
Jordan,2006,Asia,5991547,8629.070083,26.2
Jordan,2007,Asia,6255290,9182.654584,26.8
Jordan,2008,Asia,6556473,9574.623929,27.5
Jordan,2009,Asia,6893258,9625.63906,28.2
Jordan,2010,Asia,7261541,9461.328429,28.9
Jordan,2011,Asia,7662858,9402.616204,29.6
Jordan,2012,Asia,8089963,9189.189214,30.3
Jordan,2013,Asia,8518992,9322.302454,31.0
Jordan,2014,Asia,8918822,9181.046372,31.8
Jordan,2015,Asia,9266573,9464.682242,32.5
Kazakhstan,2000,Asia,14883626,7725.002523,13.6
